Credit_ID,Customer_ID,Credit_Score,Credit_Rating,Risk_Category,Credit_Check_Date
800068,100068,562,Poor,High,2026-01-01
800069,100069,736,Good,Low,2026-01-01
800070,100070,750,Excellent,Low,2026-01-01
800071,100071,675,Fair,Medium,2026-01-01
800072,100072,675,Fair,Medium,2026-01-01
800073,100073,593,Poor,High,2026-01-01
800074,100074,664,Fair,Medium,2026-01-01
800075,100075,626,Poor,Medium,2026-01-01
800076,100076,614,Poor,Medium,2026-01-01
800077,100077,612,Poor,Medium,2026-01-01
800078,100078,654,Fair,Medium,2026-01-01
800079,100079,595,Poor,High,2026-01-01
800080,100080,649,Poor,Medium,2026-01-01
800081,100081,562,Poor,High,2026-01-01
800082,100082,702,Good,Low,2026-01-01
800083,100083,799,Excellent,Low,2026-01-01
800084,100084,780,Excellent,Low,2026-01-01
800085,100085,615,Poor,Medium,2026-01-01
800086,100086,585,Poor,High,2026-01-01
800087,100087,601,Poor,Medium,2026-01-01
800088,100088,696,Fair,Medium,2026-01-01
800089,100089,757,Excellent,Low,2026-01-01
800090,100090,671,Fair,Medium,2026-01-01
800091,100091,568,Poor,High,2026-01-01
800092,100092,763,Excellent,Low,2026-01-01
800093,100093,645,Poor,Medium,2026-01-01
800094,100094,729,Good,Low,2026-01-01
800095,100095,564,Poor,High,2026-01-01
800096,100096,721,Good,Low,2026-01-01
800097,100097,775,Excellent,Low,2026-01-01
800098,100098,737,Good,Low,2026-01-01
800099,100099,650,Fair,Medium,2026-01-01
800100,100100,703,Good,Low,2026-01-01
800101,100101,702,Good,Low,2026-01-01
800102,100102,699,Fair,Medium,2026-01-01
800103,100103,595,Poor,High,2026-01-01
800104,100104,708,Good,Low,2026-01-01
800105,100105,708,Good,Low,2026-01-01
800106,100106,727,Good,Low,2026-01-01
800107,100107,650,Fair,Medium,2026-01-01
800108,100108,728,Good,Low,2026-01-01
800109,100109,652,Fair,Medium,2026-01-01
800110,100110,788,Excellent,Low,2026-01-01
800111,100111,638,Poor,Medium,2026-01-01
800112,100112,792,Excellent,Low,2026-01-01
800113,100113,714,Good,Low,2026-01-01
800114,100114,603,Poor,Medium,2026-01-01
800115,100115,780,Excellent,Low,2026-01-01
800116,100116,645,Poor,Medium,2026-01-01
800117,100117,748,Good,Low,2026-01-01
800118,100118,668,Fair,Medium,2026-01-01
800119,100119,783,Excellent,Low,2026-01-01
800120,100120,727,Good,Low,2026-01-01
800121,100121,690,Fair,Medium,2026-01-01
800122,100122,683,Fair,Medium,2026-01-01
800123,100123,732,Good,Low,2026-01-01
800124,100124,569,Poor,High,2026-01-01
800125,100125,651,Fair,Medium,2026-01-01
800126,100126,801,Excellent,Low,2026-01-01
800127,100127,674,Fair,Medium,2026-01-01
800128,100128,721,Good,Low,2026-01-01
800129,100129,803,Excellent,Low,2026-01-01
800130,100130,709,Good,Low,2026-01-01
800131,100131,756,Excellent,Low,2026-01-01
800132,100132,733,Good,Low,2026-01-01
800133,100133,691,Fair,Medium,2026-01-01
800134,100134,597,Poor,High,2026-01-01
800135,100135,724,Good,Low,2026-01-01
800136,100136,640,Poor,Medium,2026-01-01
800137,100137,692,Fair,Medium,2026-01-01
800138,100138,707,Good,Low,2026-01-01
800139,100139,599,Poor,High,2026-01-01
800140,100140,673,Fair,Medium,2026-01-01
800141,100141,736,Good,Low,2026-01-01
800142,100142,683,Fair,Medium,2026-01-01
800143,100143,706,Good,Low,2026-01-01
800144,100144,729,Good,Low,2026-01-01
800145,100145,684,Fair,Medium,2026-01-01
800146,100146,637,Poor,Medium,2026-01-01
800147,100147,720,Good,Low,2026-01-01
800148,100148,779,Excellent,Low,2026-01-01
800149,100149,601,Poor,Medium,2026-01-01
800150,100150,621,Poor,Medium,2026-01-01
800151,100151,743,Good,Low,2026-01-01
800152,100152,692,Fair,Medium,2026-01-01
800153,100153,574,Poor,High,2026-01-01
800154,100154,634,Poor,Medium,2026-01-01
800155,100155,587,Poor,High,2026-01-01
800156,100156,598,Poor,High,2026-01-01
800157,100157,706,Good,Low,2026-01-01
800158,100158,617,Poor,Medium,2026-01-01
800159,100159,640,Poor,Medium,2026-01-01
800160,100160,664,Fair,Medium,2026-01-01
800161,100161,693,Fair,Medium,2026-01-01
800162,100162,573,Poor,High,2026-01-01
800163,100163,631,Poor,Medium,2026-01-01
800164,100164,696,Fair,Medium,2026-01-01
800165,100165,704,Good,Low,2026-01-01
800166,100166,658,Fair,Medium,2026-01-01
800167,100167,678,Fair,Medium,2026-01-01
800168,100168,701,Good,Low,2026-01-01
800169,100169,699,Fair,Medium,2026-01-01
800170,100170,647,Poor,Medium,2026-01-01
800171,100171,619,Poor,Medium,2026-01-01
800172,100172,724,Good,Low,2026-01-01
800173,100173,681,Fair,Medium,2026-01-01
800174,100174,724,Good,Low,2026-01-01
800175,100175,713,Good,Low,2026-01-01
800176,100176,637,Poor,Medium,2026-01-01
800177,100177,631,Poor,Medium,2026-01-01
800178,100178,699,Fair,Medium,2026-01-01
800179,100179,611,Poor,Medium,2026-01-01
800180,100180,695,Fair,Medium,2026-01-01
800181,100181,614,Poor,Medium,2026-01-01
800182,100182,702,Good,Low,2026-01-01
800183,100183,711,Good,Low,2026-01-01
800184,100184,613,Poor,Medium,2026-01-01
800185,100185,710,Good,Low,2026-01-01
800186,100186,631,Poor,Medium,2026-01-01
800187,100187,622,Poor,Medium,2026-01-01
800188,100188,656,Fair,Medium,2026-01-01
800189,100189,623,Poor,Medium,2026-01-01
800190,100190,631,Poor,Medium,2026-01-01
800191,100191,554,Poor,High,2026-01-01
800192,100192,618,Poor,Medium,2026-01-01
800193,100193,697,Fair,Medium,2026-01-01
800194,100194,659,Fair,Medium,2026-01-01
800195,100195,728,Good,Low,2026-01-01
800196,100196,664,Fair,Medium,2026-01-01
800197,100197,826,Excellent,Low,2026-01-01
800198,100198,754,Excellent,Low,2026-01-01
800199,100199,690,Fair,Medium,2026-01-01
800200,100200,758,Excellent,Low,2026-01-01
800201,100201,623,Poor,Medium,2026-01-01
800202,100202,665,Fair,Medium,2026-01-01
800203,100203,786,Excellent,Low,2026-01-01
800204,100204,767,Excellent,Low,2026-01-01
800205,100205,592,Poor,High,2026-01-01
800206,100206,719,Good,Low,2026-01-01
800207,100207,564,Poor,High,2026-01-01
800208,100208,706,Good,Low,2026-01-01
800209,100209,562,Poor,High,2026-01-01
800210,100210,660,Fair,Medium,2026-01-01
800211,100211,633,Poor,Medium,2026-01-01
800212,100212,748,Good,Low,2026-01-01
800213,100213,682,Fair,Medium,2026-01-01
800214,100214,680,Fair,Medium,2026-01-01
800215,100215,737,Good,Low,2026-01-01
800216,100216,685,Fair,Medium,2026-01-01
800217,100217,702,Good,Low,2026-01-01
800218,100218,601,Poor,Medium,2026-01-01
800219,100219,575,Poor,High,2026-01-01
800220,100220,660,Fair,Medium,2026-01-01
800221,100221,601,Poor,Medium,2026-01-01
800222,100222,591,Poor,High,2026-01-01
800223,100223,645,Poor,Medium,2026-01-01
800224,100224,807,Excellent,Low,2026-01-01
800225,100225,594,Poor,High,2026-01-01
800226,100226,601,Poor,Medium,2026-01-01
800227,100227,765,Excellent,Low,2026-01-01
800228,100228,757,Excellent,Low,2026-01-01
800229,100229,704,Good,Low,2026-01-01
800230,100230,669,Fair,Medium,2026-01-01
800231,100231,608,Poor,Medium,2026-01-01
800232,100232,681,Fair,Medium,2026-01-01
800233,100233,581,Poor,High,2026-01-01
800234,100234,635,Poor,Medium,2026-01-01
800235,100235,729,Good,Low,2026-01-01
800236,100236,599,Poor,High,2026-01-01
800237,100237,688,Fair,Medium,2026-01-01
800238,100238,677,Fair,Medium,2026-01-01
800239,100239,702,Good,Low,2026-01-01
800240,100240,725,Good,Low,2026-01-01
800241,100241,736,Good,Low,2026-01-01
800242,100242,778,Excellent,Low,2026-01-01
800243,100243,736,Good,Low,2026-01-01
800244,100244,736,Good,Low,2026-01-01
800245,100245,723,Good,Low,2026-01-01
800246,100246,641,Poor,Medium,2026-01-01
800247,100247,606,Poor,Medium,2026-01-01
800248,100248,625,Poor,Medium,2026-01-01
800249,100249,684,Fair,Medium,2026-01-01
800250,100250,800,Excellent,Low,2026-01-01
800251,100251,600,Poor,Medium,2026-01-01
800252,100252,706,Good,Low,2026-01-01
800253,100253,685,Fair,Medium,2026-01-01
800254,100254,620,Poor,Medium,2026-01-01
800255,100255,686,Fair,Medium,2026-01-01
800256,100256,595,Poor,High,2026-01-01
800257,100257,733,Good,Low,2026-01-01
800258,100258,718,Good,Low,2026-01-01
800259,100259,732,Good,Low,2026-01-01
800260,100260,649,Poor,Medium,2026-01-01
800261,100261,697,Fair,Medium,2026-01-01
800262,100262,757,Excellent,Low,2026-01-01
800263,100263,767,Excellent,Low,2026-01-01
800264,100264,754,Excellent,Low,2026-01-01
800265,100265,661,Fair,Medium,2026-01-01
800266,100266,769,Excellent,Low,2026-01-01
800267,100267,713,Good,Low,2026-01-01
800268,100268,686,Fair,Medium,2026-01-01
800269,100269,687,Fair,Medium,2026-01-01
800270,100270,643,Poor,Medium,2026-01-01
800271,100271,684,Fair,Medium,2026-01-01
800272,100272,588,Poor,High,2026-01-01
800273,100273,683,Fair,Medium,2026-01-01
800274,100274,729,Good,Low,2026-01-01
800275,100275,705,Good,Low,2026-01-01
800276,100276,780,Excellent,Low,2026-01-01
800277,100277,760,Excellent,Low,2026-01-01
800278,100278,734,Good,Low,2026-01-01
800279,100279,744,Good,Low,2026-01-01
800280,100280,751,Excellent,Low,2026-01-01
800281,100281,750,Excellent,Low,2026-01-01
800282,100282,646,Poor,Medium,2026-01-01
800283,100283,630,Poor,Medium,2026-01-01
800284,100284,698,Fair,Medium,2026-01-01
800285,100285,759,Excellent,Low,2026-01-01
800286,100286,755,Excellent,Low,2026-01-01
800287,100287,666,Fair,Medium,2026-01-01
800288,100288,586,Poor,High,2026-01-01
800289,100289,768,Excellent,Low,2026-01-01
800290,100290,594,Poor,High,2026-01-01
800291,100291,800,Excellent,Low,2026-01-01
800292,100292,680,Fair,Medium,2026-01-01
800293,100293,646,Poor,Medium,2026-01-01
800294,100294,752,Excellent,Low,2026-01-01
800295,100295,736,Good,Low,2026-01-01
800296,100296,674,Fair,Medium,2026-01-01
800297,100297,731,Good,Low,2026-01-01
800298,100298,683,Fair,Medium,2026-01-01
800299,100299,630,Poor,Medium,2026-01-01
800300,100300,734,Good,Low,2026-01-01
800301,100301,706,Good,Low,2026-01-01
800302,100302,688,Fair,Medium,2026-01-01
800303,100303,699,Fair,Medium,2026-01-01
800304,100304,699,Fair,Medium,2026-01-01
800305,100305,740,Good,Low,2026-01-01
800306,100306,566,Poor,High,2026-01-01
800307,100307,610,Poor,Medium,2026-01-01
800308,100308,734,Good,Low,2026-01-01
800309,100309,697,Fair,Medium,2026-01-01
800310,100310,592,Poor,High,2026-01-01
800311,100311,680,Fair,Medium,2026-01-01
800312,100312,587,Poor,High,2026-01-01
800313,100313,788,Excellent,Low,2026-01-01
800314,100314,763,Excellent,Low,2026-01-01
800315,100315,624,Poor,Medium,2026-01-01
800316,100316,610,Poor,Medium,2026-01-01
800317,100317,632,Poor,Medium,2026-01-01
800318,100318,637,Poor,Medium,2026-01-01
800319,100319,650,Fair,Medium,2026-01-01
800320,100320,684,Fair,Medium,2026-01-01
800321,100321,613,Poor,Medium,2026-01-01
800322,100322,623,Poor,Medium,2026-01-01
800323,100323,626,Poor,Medium,2026-01-01
800324,100324,726,Good,Low,2026-01-01
800325,100325,659,Fair,Medium,2026-01-01
800326,100326,613,Poor,Medium,2026-01-01
800327,100327,747,Good,Low,2026-01-01
800328,100328,597,Poor,High,2026-01-01
800329,100329,705,Good,Low,2026-01-01
800330,100330,634,Poor,Medium,2026-01-01
800331,100331,556,Poor,High,2026-01-01
800332,100332,683,Fair,Medium,2026-01-01
800333,100333,704,Good,Low,2026-01-01
800334,100334,689,Fair,Medium,2026-01-01
800335,100335,671,Fair,Medium,2026-01-01
800336,100336,673,Fair,Medium,2026-01-01
800337,100337,623,Poor,Medium,2026-01-01
800338,100338,631,Poor,Medium,2026-01-01
800339,100339,781,Excellent,Low,2026-01-01
800340,100340,642,Poor,Medium,2026-01-01
800341,100341,692,Fair,Medium,2026-01-01
800342,100342,625,Poor,Medium,2026-01-01
800343,100343,685,Fair,Medium,2026-01-01
800344,100344,681,Fair,Medium,2026-01-01
800345,100345,690,Fair,Medium,2026-01-01
800346,100346,652,Fair,Medium,2026-01-01
800347,100347,750,Excellent,Low,2026-01-01
800348,100348,660,Fair,Medium,2026-01-01
800349,100349,626,Poor,Medium,2026-01-01
800350,100350,623,Poor,Medium,2026-01-01
800351,100351,562,Poor,High,2026-01-01
800352,100352,778,Excellent,Low,2026-01-01
800353,100353,752,Excellent,Low,2026-01-01
800354,100354,724,Good,Low,2026-01-01
800355,100355,808,Excellent,Low,2026-01-01
800356,100356,588,Poor,High,2026-01-01
800357,100357,680,Fair,Medium,2026-01-01
800358,100358,801,Excellent,Low,2026-01-01
800359,100359,590,Poor,High,2026-01-01
800360,100360,625,Poor,Medium,2026-01-01
800361,100361,624,Poor,Medium,2026-01-01
800362,100362,735,Good,Low,2026-01-01
800363,100363,807,Excellent,Low,2026-01-01
800364,100364,572,Poor,High,2026-01-01
800365,100365,780,Excellent,Low,2026-01-01
800366,100366,741,Good,Low,2026-01-01
800367,100367,748,Good,Low,2026-01-01
800368,100368,640,Poor,Medium,2026-01-01
800369,100369,561,Poor,High,2026-01-01
800370,100370,771,Excellent,Low,2026-01-01
800371,100371,705,Good,Low,2026-01-01
800372,100372,748,Good,Low,2026-01-01
800373,100373,744,Good,Low,2026-01-01
800374,100374,733,Good,Low,2026-01-01
800375,100375,723,Good,Low,2026-01-01
800376,100376,671,Fair,Medium,2026-01-01
800377,100377,742,Good,Low,2026-01-01
800378,100378,802,Excellent,Low,2026-01-01
800379,100379,724,Good,Low,2026-01-01
800380,100380,683,Fair,Medium,2026-01-01
800381,100381,669,Fair,Medium,2026-01-01
800382,100382,567,Poor,High,2026-01-01
800383,100383,653,Fair,Medium,2026-01-01
800384,100384,655,Fair,Medium,2026-01-01
800385,100385,592,Poor,High,2026-01-01
800386,100386,572,Poor,High,2026-01-01
800387,100387,682,Fair,Medium,2026-01-01
800388,100388,696,Fair,Medium,2026-01-01
800389,100389,782,Excellent,Low,2026-01-01
800390,100390,808,Excellent,Low,2026-01-01
800391,100391,754,Excellent,Low,2026-01-01
800392,100392,801,Excellent,Low,2026-01-01
800393,100393,609,Poor,Medium,2026-01-01
800394,100394,672,Fair,Medium,2026-01-01
800395,100395,587,Poor,High,2026-01-01
800396,100396,684,Fair,Medium,2026-01-01
800397,100397,748,Good,Low,2026-01-01
800398,100398,609,Poor,Medium,2026-01-01
800399,100399,584,Poor,High,2026-01-01
800400,100400,673,Fair,Medium,2026-01-01
800401,100401,796,Excellent,Low,2026-01-01
800402,100402,741,Good,Low,2026-01-01
800403,100403,579,Poor,High,2026-01-01
800404,100404,686,Fair,Medium,2026-01-01
800405,100405,595,Poor,High,2026-01-01
800406,100406,652,Fair,Medium,2026-01-01
800407,100407,655,Fair,Medium,2026-01-01
800408,100408,679,Fair,Medium,2026-01-01
800409,100409,703,Good,Low,2026-01-01
800410,100410,601,Poor,Medium,2026-01-01
800411,100411,695,Fair,Medium,2026-01-01
800412,100412,734,Good,Low,2026-01-01
800413,100413,787,Excellent,Low,2026-01-01
800414,100414,760,Excellent,Low,2026-01-01
800415,100415,702,Good,Low,2026-01-01
800416,100416,637,Poor,Medium,2026-01-01
800417,100417,623,Poor,Medium,2026-01-01
800418,100418,633,Poor,Medium,2026-01-01
800419,100419,634,Poor,Medium,2026-01-01
800420,100420,627,Poor,Medium,2026-01-01
800421,100421,738,Good,Low,2026-01-01
800422,100422,597,Poor,High,2026-01-01
800423,100423,637,Poor,Medium,2026-01-01
800424,100424,713,Good,Low,2026-01-01
800425,100425,698,Fair,Medium,2026-01-01
800426,100426,701,Good,Low,2026-01-01
800427,100427,629,Poor,Medium,2026-01-01
800428,100428,765,Excellent,Low,2026-01-01
800429,100429,587,Poor,High,2026-01-01
800430,100430,680,Fair,Medium,2026-01-01
800431,100431,745,Good,Low,2026-01-01
800432,100432,701,Good,Low,2026-01-01
800433,100433,555,Poor,High,2026-01-01
800434,100434,715,Good,Low,2026-01-01
800435,100435,710,Good,Low,2026-01-01
800436,100436,757,Excellent,Low,2026-01-01
800437,100437,607,Poor,Medium,2026-01-01
800438,100438,748,Good,Low,2026-01-01
800439,100439,599,Poor,High,2026-01-01
800440,100440,696,Fair,Medium,2026-01-01
800441,100441,708,Good,Low,2026-01-01
800442,100442,792,Excellent,Low,2026-01-01
800443,100443,605,Poor,Medium,2026-01-01
800444,100444,804,Excellent,Low,2026-01-01
800445,100445,717,Good,Low,2026-01-01
800446,100446,586,Poor,High,2026-01-01
800447,100447,680,Fair,Medium,2026-01-01
800448,100448,688,Fair,Medium,2026-01-01
800449,100449,779,Excellent,Low,2026-01-01
800450,100450,638,Poor,Medium,2026-01-01
800451,100451,608,Poor,Medium,2026-01-01
800452,100452,615,Poor,Medium,2026-01-01
800453,100453,675,Fair,Medium,2026-01-01
800454,100454,665,Fair,Medium,2026-01-01
800455,100455,761,Excellent,Low,2026-01-01
800456,100456,557,Poor,High,2026-01-01
800457,100457,639,Poor,Medium,2026-01-01
800458,100458,749,Good,Low,2026-01-01
800459,100459,576,Poor,High,2026-01-01
800460,100460,803,Excellent,Low,2026-01-01
800461,100461,607,Poor,Medium,2026-01-01
800462,100462,650,Fair,Medium,2026-01-01
800463,100463,772,Excellent,Low,2026-01-01
800464,100464,645,Poor,Medium,2026-01-01
800465,100465,706,Good,Low,2026-01-01
800466,100466,604,Poor,Medium,2026-01-01
800467,100467,645,Poor,Medium,2026-01-01
800468,100468,566,Poor,High,2026-01-01
800469,100469,690,Fair,Medium,2026-01-01
800470,100470,601,Poor,Medium,2026-01-01
800471,100471,638,Poor,Medium,2026-01-01
800472,100472,698,Fair,Medium,2026-01-01
800473,100473,624,Poor,Medium,2026-01-01
800474,100474,659,Fair,Medium,2026-01-01
800475,100475,677,Fair,Medium,2026-01-01
800476,100476,721,Good,Low,2026-01-01
800477,100477,706,Good,Low,2026-01-01
800478,100478,772,Excellent,Low,2026-01-01
800479,100479,683,Fair,Medium,2026-01-01
800480,100480,608,Poor,Medium,2026-01-01
800481,100481,641,Poor,Medium,2026-01-01
800482,100482,738,Good,Low,2026-01-01
800483,100483,806,Excellent,Low,2026-01-01
800484,100484,656,Fair,Medium,2026-01-01
800485,100485,629,Poor,Medium,2026-01-01
800486,100486,650,Fair,Medium,2026-01-01
800487,100487,630,Poor,Medium,2026-01-01
800488,100488,594,Poor,High,2026-01-01
800489,100489,602,Poor,Medium,2026-01-01
800490,100490,725,Good,Low,2026-01-01
800491,100491,782,Excellent,Low,2026-01-01
800492,100492,793,Excellent,Low,2026-01-01
800493,100493,574,Poor,High,2026-01-01
800494,100494,700,Good,Low,2026-01-01
800495,100495,594,Poor,High,2026-01-01
800496,100496,688,Fair,Medium,2026-01-01
800497,100497,635,Poor,Medium,2026-01-01
800498,100498,612,Poor,Medium,2026-01-01
800499,100499,576,Poor,High,2026-01-01
800500,100500,644,Poor,Medium,2026-01-01
800501,100501,681,Fair,Medium,2026-01-01
800502,100502,700,Good,Low,2026-01-01
800503,100503,711,Good,Low,2026-01-01
800504,100504,720,Good,Low,2026-01-01
800505,100505,581,Poor,High,2026-01-01
800506,100506,787,Excellent,Low,2026-01-01
800507,100507,647,Poor,Medium,2026-01-01
800508,100508,639,Poor,Medium,2026-01-01
800509,100509,603,Poor,Medium,2026-01-01
800510,100510,694,Fair,Medium,2026-01-01
800511,100511,658,Fair,Medium,2026-01-01
800512,100512,588,Poor,High,2026-01-01
800513,100513,690,Fair,Medium,2026-01-01
800514,100514,775,Excellent,Low,2026-01-01
800515,100515,736,Good,Low,2026-01-01
800516,100516,653,Fair,Medium,2026-01-01
800517,100517,554,Poor,High,2026-01-01
800518,100518,654,Fair,Medium,2026-01-01
800519,100519,652,Fair,Medium,2026-01-01
800520,100520,595,Poor,High,2026-01-01
800521,100521,667,Fair,Medium,2026-01-01
800522,100522,668,Fair,Medium,2026-01-01
800523,100523,603,Poor,Medium,2026-01-01
800524,100524,721,Good,Low,2026-01-01
800525,100525,787,Excellent,Low,2026-01-01
800526,100526,722,Good,Low,2026-01-01
800527,100527,638,Poor,Medium,2026-01-01
800528,100528,607,Poor,Medium,2026-01-01
800529,100529,639,Poor,Medium,2026-01-01
800530,100530,640,Poor,Medium,2026-01-01
800531,100531,705,Good,Low,2026-01-01
800532,100532,621,Poor,Medium,2026-01-01
800533,100533,691,Fair,Medium,2026-01-01
800534,100534,588,Poor,High,2026-01-01
800535,100535,602,Poor,Medium,2026-01-01
800536,100536,541,Poor,High,2026-01-01
800537,100537,659,Fair,Medium,2026-01-01
800538,100538,594,Poor,High,2026-01-01
800539,100539,664,Fair,Medium,2026-01-01
800540,100540,647,Poor,Medium,2026-01-01
800541,100541,652,Fair,Medium,2026-01-01
800542,100542,756,Excellent,Low,2026-01-01
800543,100543,601,Poor,Medium,2026-01-01
800544,100544,574,Poor,High,2026-01-01
800545,100545,622,Poor,Medium,2026-01-01
800546,100546,626,Poor,Medium,2026-01-01
800547,100547,629,Poor,Medium,2026-01-01
800548,100548,561,Poor,High,2026-01-01
800549,100549,819,Excellent,Low,2026-01-01
800550,100550,605,Poor,Medium,2026-01-01
800551,100551,663,Fair,Medium,2026-01-01
800552,100552,742,Good,Low,2026-01-01
800553,100553,744,Good,Low,2026-01-01
800554,100554,547,Poor,High,2026-01-01
800555,100555,698,Fair,Medium,2026-01-01
800556,100556,602,Poor,Medium,2026-01-01
800557,100557,739,Good,Low,2026-01-01
800558,100558,751,Excellent,Low,2026-01-01
800559,100559,724,Good,Low,2026-01-01
800560,100560,718,Good,Low,2026-01-01
800561,100561,583,Poor,High,2026-01-01
800562,100562,676,Fair,Medium,2026-01-01
800563,100563,663,Fair,Medium,2026-01-01
800564,100564,726,Good,Low,2026-01-01
800565,100565,730,Good,Low,2026-01-01
800566,100566,698,Fair,Medium,2026-01-01
800567,100567,652,Fair,Medium,2026-01-01
800568,100568,739,Good,Low,2026-01-01
800569,100569,666,Fair,Medium,2026-01-01
800570,100570,689,Fair,Medium,2026-01-01
800571,100571,669,Fair,Medium,2026-01-01
800572,100572,736,Good,Low,2026-01-01
800573,100573,727,Good,Low,2026-01-01
800574,100574,787,Excellent,Low,2026-01-01
800575,100575,695,Fair,Medium,2026-01-01
800576,100576,705,Good,Low,2026-01-01
800577,100577,748,Good,Low,2026-01-01
800578,100578,570,Poor,High,2026-01-01
800579,100579,590,Poor,High,2026-01-01
800580,100580,700,Good,Low,2026-01-01
800581,100581,656,Fair,Medium,2026-01-01
800582,100582,728,Good,Low,2026-01-01
800583,100583,757,Excellent,Low,2026-01-01
800584,100584,684,Fair,Medium,2026-01-01
800585,100585,692,Fair,Medium,2026-01-01
800586,100586,782,Excellent,Low,2026-01-01
800587,100587,616,Poor,Medium,2026-01-01
800588,100588,581,Poor,High,2026-01-01
800589,100589,687,Fair,Medium,2026-01-01
800590,100590,762,Excellent,Low,2026-01-01
800591,100591,718,Good,Low,2026-01-01
800592,100592,650,Fair,Medium,2026-01-01
800593,100593,752,Excellent,Low,2026-01-01
800594,100594,753,Excellent,Low,2026-01-01
800595,100595,714,Good,Low,2026-01-01
800596,100596,609,Poor,Medium,2026-01-01
800597,100597,644,Poor,Medium,2026-01-01
800598,100598,657,Fair,Medium,2026-01-01
800599,100599,600,Poor,Medium,2026-01-01
800600,100600,779,Excellent,Low,2026-01-01
800601,100601,716,Good,Low,2026-01-01
800602,100602,719,Good,Low,2026-01-01
800603,100603,562,Poor,High,2026-01-01
800604,100604,598,Poor,High,2026-01-01
800605,100605,745,Good,Low,2026-01-01
800606,100606,746,Good,Low,2026-01-01
800607,100607,640,Poor,Medium,2026-01-01
800608,100608,570,Poor,High,2026-01-01
800609,100609,622,Poor,Medium,2026-01-01
800610,100610,614,Poor,Medium,2026-01-01
800611,100611,636,Poor,Medium,2026-01-01
800612,100612,580,Poor,High,2026-01-01
800613,100613,783,Excellent,Low,2026-01-01
800614,100614,642,Poor,Medium,2026-01-01
800615,100615,773,Excellent,Low,2026-01-01
800616,100616,610,Poor,Medium,2026-01-01
800617,100617,596,Poor,High,2026-01-01
800618,100618,675,Fair,Medium,2026-01-01
800619,100619,642,Poor,Medium,2026-01-01
800620,100620,701,Good,Low,2026-01-01
800621,100621,719,Good,Low,2026-01-01
800622,100622,667,Fair,Medium,2026-01-01
800623,100623,721,Good,Low,2026-01-01
